source,target
AlfredBosch,jordinasb85
DANIELdoiser,jordinasb85
Iaia_Toneta,jordinasb85
eixugatitornemh,jordinasb85
HiginiaRoig,jordinasb85
Esquerra_ERC,jordinasb85
omnium,jordinasb85
vpartal,jordinasb85
VilaWeb,jordinasb85
jordinasb85,jordievole
jordinasb85,KRLS
jordinasb85,antoniobanos_
jordinasb85,cupnacional
jordinasb85,txarango
jordinasb85,diariARA
jordinasb85,30minuts
jordinasb85,eixugatitornemh
jordinasb85,QuimMonzo
jordinasb85,ariadnaoltra
jordinasb85,_anapastor_
jordinasb85,HiginiaRoig
jordinasb85,Araeslhora
jordinasb85,martarovira
jordinasb85,raulromeva
jordinasb85,3gerardpique
jordinasb85,elscatarres
jordinasb85,barcelona_cat
jordinasb85,gebelque
jordinasb85,assemblea
jordinasb85,TimeOutBCN
jordinasb85,enderrock
jordinasb85,joandausa
jordinasb85,GrupManel
jordinasb85,AdaColau
jordinasb85,amicsdelesarts
jordinasb85,parlament_cat
jordinasb85,Catala_Correcte
jordinasb85,salvadorcardus
jordinasb85,mariusserra
jordinasb85,antonibassas
jordinasb85,murielcasals
jordinasb85,vpartal
jordinasb85,omnium
robertopiqueras,AdaColau
robertopiqueras,instagram
mkserra,subramon1
JoanTarda,subramon1
25novembre2012,subramon1
MartaDui,subramon1
unilateralcat,subramon1
AlfredBosch,subramon1
subramon1,MonDiari
subramon1,toniclapes
subramon1,MainatJM
subramon1,mkserra
subramon1,JuntsPelSi
subramon1,antoniobanos_
subramon1,maticatradio
subramon1,ARApolitica
subramon1,ferrantorrentll
subramon1,gabrielrufian
subramon1,ivanrakitic
subramon1,muyinteresante
subramon1,barcelona_cat
subramon1,cupnacional
subramon1,QuimMasferrer
subramon1,Iaia_Toneta
subramon1,ariadnaoltra
subramon1,sport
subramon1,perezesquerdo
subramon1,el_pais
subramon1,jmbartomeu
subramon1,gebelque
subramon1,jofrellombart
subramon1,lluis_llach
subramon1,KRLS
subramon1,MartaDui
subramon1,ceskfreixas
subramon1,martarovira
subramon1,txearana
subramon1,murielcasals
subramon1,RaholaOficial
subramon1,miquelcalcada
subramon1,JordiGraupera
subramon1,VilaWeb
subramon1,vpartal
subramon1,salvadorcardus
subramon1,JoanTarda
subramon1,Esquerra_ERC
subramon1,DaniMateoAgain
subramon1,jordievole
subramon1,maiolsanauja
subramon1,AlfredBosch
subramon1,Catala_Correcte
subramon1,policia
subramon1,assemblea
subramon1,naciodigital
subramon1,unilateralcat
subramon1,sumate_asoc
subramon1,JoanLaportaFCB
subramon1,gcapdevila
subramon1,raulromeva
subramon1,Araeslhora
subramon1,parlament_cat
subramon1,ForcadellCarme
subramon1,LuisSuarez9
subramon1,AdaColau
subramon1,ModernetdeMerda
subramon1,LUISENRIQUE21
subramon1,324cat
subramon1,antonibassas
subramon1,HiginiaRoig
subramon1,soniagelma
subramon1,junqueras
subramon1,emparmoliner
subramon1,elmonarac1
subramon1,rac1
subramon1,lacompetencia
subramon1,philmusical
subramon1,DANIROVIRA
subramon1,Berto_Romero
subramon1,Buenafuente
subramon1,BarackObama
subramon1,SSantiagosegura
subramon1,maldiniplus
subramon1,_anapastor_
subramon1,ristomejide
subramon1,neymarjr
subramon1,Mascherano
subramon1,MarcBartra
subramon1,1victorvaldes
subramon1,Carles5puyol
subramon1,cesc4official
subramon1,DaniAlvesD2
subramon1,paugasol
subramon1,andresiniesta8
subramon1,Guaje7Villa
subramon1,3gerardpique
subramon1,JaumeBarbera
subramon1,diariARA
subramon1,XSalaimartin
subramon1,QuimMonzo
subramon1,soler_toni
subramon1,RTorquemada
subramon1,jordibaste
subramon1,Fotlipou
gerard__89,jordievole
Esquerra_ERC,edmon_bosch
mkserra,edmon_bosch
AlfredBosch,edmon_bosch
assemblea,edmon_bosch
edmon_bosch,MonDiari
edmon_bosch,jmbartomeu
edmon_bosch,assemblea
edmon_bosch,epunset
edmon_bosch,barcelona_cat
edmon_bosch,FCBarcelona_cat
edmon_bosch,ariadnaoltra
edmon_bosch,XSalaimartin
edmon_bosch,muyinteresante
edmon_bosch,miquelcalcada
edmon_bosch,omnium
gahero,el_pais
gahero,BarackObama
gahero,muyinteresante
Esquerra_ERC,jacobiteabroad
jacobiteabroad,soniagelma
jacobiteabroad,DaniMateoAgain
jacobiteabroad,Guaje7Villa
jacobiteabroad,Guaje7Villa
jacobiteabroad,FCBarcelona
jacobiteabroad,policia
jacobiteabroad,neymarjr
jacobiteabroad,andresiniesta8
jacobiteabroad,Buenafuente
jacobiteabroad,XabiAlonso
jacobiteabroad,paugasol
jacobiteabroad,RafaelNadal
jacobiteabroad,XSalaimartin
jacobiteabroad,BarackObama
jacobiteabroad,ristomejide
jacobiteabroad,maldiniplus
jacobiteabroad,Carles5puyol
jacobiteabroad,cesc4official
jacobiteabroad,parlament_cat
jacobiteabroad,3gerardpique
Esquerra_ERC,miaalberti
AlfredBosch,miaalberti
miaalberti,gabrielrufian
miaalberti,antoniobanos_
miaalberti,cupnacional
miaalberti,JuntsPelSi
miaalberti,324cat
miaalberti,Araeslhora
miaalberti,policia
miaalberti,MainatJM
miaalberti,ristomejide
miaalberti,instagram
miaalberti,martarovira
miaalberti,RaholaOficial
miaalberti,Esquerra_ERC
miaalberti,assemblea
miaalberti,ForcadellCarme
miaalberti,maiolsanauja
miaalberti,JaumeBarbera
miaalberti,antonibassas
miaalberti,AlfredBosch
miaalberti,junqueras
miaalberti,JoanTarda
miaalberti,jordievole
miaalberti,APMTV3
Esquerra_ERC,merymore_
losbarrankillos,merymore_
apuntem,merymore_
merymore_,MarcBartra
merymore_,tv3cat
merymore_,losbarrankillos
merymore_,elscatarres
merymore_,joandausa
merymore_,EstrellaDammCat
merymore_,diariARA
merymore_,apuntem
merymore_,amicsdelesarts
merymore_,txarango
merymore_,MejoresTwits
merymore_,DANIROVIRA
merymore_,Berto_Romero
merymore_,APMTV3
merymore_,DaniAlvesD2
merymore_,cesc4official
merymore_,paugasol
merymore_,1victorvaldes
merymore_,ristomejide
merymore_,instagram
merymore_,XabiAlonso
merymore_,3gerardpique
merymore_,SSantiagosegura
merymore_,DaniMateoAgain
merymore_,FCBarcelona
merymore_,BarackObama
merymore_,andresiniesta8
merymore_,Carles5puyol
merymore_,shakira
paula_martcos,instagram
paula_martcos,TimeOutBCN
paula_martcos,txarango
eixugatitornemh,albujawladimir
unilateralcat,albujawladimir
AbiertaMente,albujawladimir
assemblea,albujawladimir
albujawladimir,naciodigital
albujawladimir,eixugatitornemh
albujawladimir,instagram
albujawladimir,unilateralcat
albujawladimir,ForcadellCarme
albujawladimir,Araeslhora
albujawladimir,AbiertaMente
albujawladimir,maiolsanauja
albujawladimir,ariadnaoltra
albujawladimir,TimeOutBCN
albujawladimir,emparmoliner
albujawladimir,QuimMonzo
albujawladimir,barcelona_cat
albujawladimir,FCBarcelona_cat
albujawladimir,Buenafuente
albujawladimir,30minuts
albujawladimir,sumate_asoc
albujawladimir,elmonarac1
albujawladimir,rac1
albujawladimir,assemblea
albujawladimir,omnium
albujawladimir,MonDiari
albujawladimir,324cat
albujawladimir,tv3cat
walkaway,AbiertaMente
walkaway,DaniMateoAgain
walkaway,epunset
walkaway,ristomejide
walkaway,policia
walkaway,DANIROVIRA
walkaway,Buenafuente
didito99,ivanrakitic
didito99,JordiAlba
didito99,SSantiagosegura
didito99,MarcBartra
didito99,Guaje7Villa
didito99,FCBarcelona
didito99,Mascherano
didito99,LuisSuarez9
didito99,neymarjr
didito99,XabiAlonso
didito99,Carles5puyol
didito99,cesc4official
didito99,shakira
didito99,1victorvaldes
didito99,DaniAlvesD2
didito99,3gerardpique
didito99,paugasol
didito99,andresiniesta8
didito99,RafaelNadal
25novembre2012,Xavier_rcde
Xavier_rcde,3gerardpique
Xavier_rcde,policia
Xavier_rcde,muyinteresante
Xavier_rcde,txarango
Xavier_rcde,MejoresTwits
Xavier_rcde,EstrellaDammCat
Xavier_rcde,ristomejide
Xavier_rcde,maldiniplus
Xavier_rcde,sport
Xavier_rcde,mundodeportivo
Esquerra_ERC,judithyalka
judithyalka,TimeOutBCN
judithyalka,instagram
judithyalka,jordievole
judithyalka,enderrock
judithyalka,losbarrankillos
judithyalka,QuimMasferrer
judithyalka,EstrellaDammCat
judithyalka,GrupManel
judithyalka,elscatarres
judithyalka,txarango
judithyalka,JordiAlba
judithyalka,DaniMateoAgain
judithyalka,DaniAlvesD2
judithyalka,3gerardpique
judithyalka,DANIROVIRA
judithyalka,ristomejide
judithyalka,Buenafuente
judithyalka,Berto_Romero
judithyalka,APMTV3
xramonrivera,instagram
xramonrivera,RaholaOficial
xramonrivera,RafaelNadal
xramonrivera,DaniMateoAgain
xramonrivera,jordievole
xramonrivera,muyinteresante
xramonrivera,XabiAlonso
xramonrivera,maldiniplus
xramonrivera,epunset
xramonrivera,ristomejide
xramonrivera,policia
xramonrivera,shakira
xramonrivera,BarackObama
xramonrivera,el_pais
xramonrivera,_anapastor_
Esquerra_ERC,MaxCasas5
MaxCasas5,KRLS
MaxCasas5,AdaColau
MaxCasas5,antoniobanos_
MaxCasas5,JuntsPelSi
MaxCasas5,sumate_asoc
MaxCasas5,raulromeva
MaxCasas5,gebelque
MaxCasas5,RTorquemada
MaxCasas5,jmbartomeu
MaxCasas5,JordiAlba
MaxCasas5,ModernetdeMerda
MaxCasas5,MarcBartra
MaxCasas5,neymarjr
MaxCasas5,GrupManel
MaxCasas5,junqueras
MaxCasas5,soniagelma
MaxCasas5,Mascherano
MaxCasas5,3gerardpique
MaxCasas5,antonibassas
MaxCasas5,DaniAlvesD2
MaxCasas5,RafaelNadal
MaxCasas5,XSalaimartin
MaxCasas5,soler_toni
MaxCasas5,Fotlipou
MaxCasas5,Carles5puyol
MaxCasas5,1victorvaldes
MaxCasas5,andresiniesta8
MaxCasas5,JoanLaportaFCB
APMTV3,gesma1983
gesma1983,KRLS
gesma1983,RaholaOficial
gesma1983,ForcadellCarme
gesma1983,maticatradio
gesma1983,MainatJM
gesma1983,barcelona_cat
gesma1983,rac1
gesma1983,RogerMasOficial
gesma1983,HiginiaRoig
gesma1983,Catala_Correcte
gesma1983,soler_toni
gesma1983,jordievole
gesma1983,tv3cat
gesma1983,ristomejide
gesma1983,joandausa
gesma1983,elmonarac1
gesma1983,Carles5puyol
gesma1983,cesc4official
gesma1983,APMTV3
gesma1983,GrupManel
gesma1983,lacompetencia
gesma1983,jordibaste
gesma1983,diariARA
gesma1983,perezesquerdo
gesma1983,enderrock
gesma1983,ceskfreixas
gesma1983,amicsdelesarts
polcorominas,GemmaLarruy
unilateralcat,GemmaLarruy
MartaDui,GemmaLarruy
assemblea,GemmaLarruy
gcapdevila,GemmaLarruy
GemmaLarruy,emparmoliner
GemmaLarruy,elmonarac1
GemmaLarruy,polcorominas
GemmaLarruy,ivanrakitic
GemmaLarruy,rac1
GemmaLarruy,unilateralcat
GemmaLarruy,txarango
GemmaLarruy,Araeslhora
GemmaLarruy,jordievole
GemmaLarruy,_anapastor_
GemmaLarruy,ForcadellCarme
GemmaLarruy,lacompetencia
GemmaLarruy,Esquerra_ERC
GemmaLarruy,LUISENRIQUE21
GemmaLarruy,jmbartomeu
GemmaLarruy,JordiAlba
GemmaLarruy,MartaDui
GemmaLarruy,FCBarcelona
GemmaLarruy,junqueras
GemmaLarruy,324cat
GemmaLarruy,gcapdevila
GemmaLarruy,assemblea
GemmaLarruy,omnium
GemmaLarruy,MonDiari
GemmaLarruy,SSantiagosegura
GemmaLarruy,Mascherano
GemmaLarruy,cupnacional
GemmaLarruy,RaholaOficial
GemmaLarruy,MejoresTwits
GemmaLarruy,maldiniplus
GemmaLarruy,instagram
GemmaLarruy,Catala_Correcte
GemmaLarruy,neymarjr
GemmaLarruy,MarcBartra
GemmaLarruy,DaniAlvesD2
GemmaLarruy,FCBarcelona_cat
GemmaLarruy,shakira
GemmaLarruy,1victorvaldes
GemmaLarruy,ristomejide
GemmaLarruy,mundodeportivo
GemmaLarruy,APMTV3
GemmaLarruy,andresiniesta8
GemmaLarruy,cesc4official
GemmaLarruy,3gerardpique
GemmaLarruy,Carles5puyol
MartaDui,CarlesVidal
polcorominas,CarlesVidal
Esquerra_ERC,CarlesVidal
gcapdevila,CarlesVidal
assemblea,CarlesVidal
omnium,CarlesVidal
perezesquerdo,CarlesVidal
APMTV3,CarlesVidal
vpartal,CarlesVidal
CarlesVidal,jofrellombart
CarlesVidal,Mascherano
CarlesVidal,KRLS
CarlesVidal,mkserra
CarlesVidal,mariusserra
CarlesVidal,ceskfreixas
CarlesVidal,antoniobanos_
CarlesVidal,txearana
CarlesVidal,AlfredBosch
CarlesVidal,MartaDui
CarlesVidal,Iaia_Toneta
CarlesVidal,JuntsPelSi
CarlesVidal,raulromeva
CarlesVidal,polcorominas
CarlesVidal,emparmoliner
CarlesVidal,DaniAlvesD2
CarlesVidal,RTorquemada
CarlesVidal,MainatJM
CarlesVidal,jordibaste
CarlesVidal,cupnacional
CarlesVidal,gebelque
CarlesVidal,martarovira
CarlesVidal,lluis_llach
CarlesVidal,HiginiaRoig
CarlesVidal,LuisSuarez9
CarlesVidal,LUISENRIQUE21
CarlesVidal,Esquerra_ERC
CarlesVidal,ModernetdeMerda
CarlesVidal,gcapdevila
CarlesVidal,ForcadellCarme
CarlesVidal,assemblea
CarlesVidal,naciodigital
CarlesVidal,QuimMasferrer
CarlesVidal,junqueras
CarlesVidal,JordiGraupera
CarlesVidal,ferrantorrentll
CarlesVidal,JaumeBarbera
CarlesVidal,QuimMonzo
CarlesVidal,miquelcalcada
CarlesVidal,murielcasals
CarlesVidal,omnium
CarlesVidal,XSalaimartin
CarlesVidal,soler_toni
CarlesVidal,paugasol
CarlesVidal,JoanLaportaFCB
CarlesVidal,salvadorcardus
CarlesVidal,BarackObama
CarlesVidal,VilaWeb
CarlesVidal,APMTV3
CarlesVidal,perezesquerdo
CarlesVidal,jordievole
CarlesVidal,maldiniplus
CarlesVidal,antonibassas
CarlesVidal,diariARA
CarlesVidal,vpartal
CarlesVidal,toniclapes
CarlesVidal,Fotlipou
CarlesVidal,FCBarcelona_cat
CarlesVidal,Buenafuente
CarlesVidal,3gerardpique
CarlesVidal,Carles5puyol
CarlesVidal,andresiniesta8
AlfredBosch,daddordaddor
Esquerra_ERC,daddordaddor
daddordaddor,HiginiaRoig
daddordaddor,XSalaimartin
daddordaddor,naciodigital
daddordaddor,JaumeBarbera
daddordaddor,mariusserra
daddordaddor,QuimMonzo
daddordaddor,salvadorcardus
daddordaddor,jofrellombart
daddordaddor,ARApolitica
daddordaddor,ariadnaoltra
daddordaddor,junqueras
daddordaddor,ForcadellCarme
daddordaddor,AlfredBosch
daddordaddor,murielcasals
daddordaddor,omnium
daddordaddor,assemblea
daddordaddor,JoanTarda
daddordaddor,martarovira
daddordaddor,Esquerra_ERC
daddordaddor,324cat
daddordaddor,miquelcalcada
daddordaddor,raulromeva
daddordaddor,vpartal
daddordaddor,30minuts
daddordaddor,diariARA
daddordaddor,el_pais
daddordaddor,antonibassas
daddordaddor,maticatradio
IlianaCapllonch,instagram
IlianaCapllonch,Berto_Romero
IlianaCapllonch,jordievole
IlianaCapllonch,_anapastor_
IlianaCapllonch,Buenafuente
IlianaCapllonch,epunset
AbiertaMente,angelagarcia92
angelagarcia92,XabiAlonso
angelagarcia92,instagram
angelagarcia92,MejoresTwits
angelagarcia92,AbiertaMente
angelagarcia92,DANIROVIRA
angelagarcia92,RafaelNadal
angelagarcia92,paugasol
angelagarcia92,el_pais
angelagarcia92,shakira
angelagarcia92,SSantiagosegura
angelagarcia92,ristomejide
angelagarcia92,Buenafuente
angelagarcia92,3gerardpique
angelagarcia92,Carles5puyol
angelagarcia92,muyinteresante
Kli_fes,DANIROVIRA
Kli_fes,policia
Kli_fes,txarango
Kli_fes,SSantiagosegura
Kli_fes,shakira
Kli_fes,MejoresTwits
Kli_fes,Carles5puyol
Kli_fes,3gerardpique
Kli_fes,ristomejide
Kli_fes,RafaelNadal
Kli_fes,XabiAlonso
Kli_fes,instagram
mkserra,LauraaLlop
eixugatitornemh,LauraaLlop
DANIELdoiser,LauraaLlop
LauraaLlop,AdaColau
LauraaLlop,KRLS
LauraaLlop,miquelcalcada
LauraaLlop,gabrielrufian
LauraaLlop,HiginiaRoig
LauraaLlop,VilaWeb
LauraaLlop,lluis_llach
LauraaLlop,murielcasals
LauraaLlop,JuntsPelSi
LauraaLlop,raulromeva
LauraaLlop,polcorominas
LauraaLlop,eixugatitornemh
LauraaLlop,amicsdelesarts
LauraaLlop,ceskfreixas
LauraaLlop,elscatarres
LauraaLlop,DANIELdoiser
LauraaLlop,_anapastor_
